"Word","Part_of_Speech","Etymology","Definition","Examples_and_Notes","Source_Page"
"Dhafér","n.m. pl.","H. thappaṛ","A blow","-bá'né, v.t. ir. to give a blow. (Also draffar)","35"
"Dhágá","n.m.","","Thread","pl. -é","35"
"Dhágule","n.m. pl.","","Bracelets","","35"
"Dhaiṇ or dhaiṇí","n.f.","","A daughter","","35"
"Dhajá","n.f.","S. Dhvajá","A flag","","35"
"Dhá'k","n.m.","","A rock, a precipice","also dháňk. -ṛu, n.f. A small precipice","35"
"Dhakh","adj.","","A little quantity","","35"
"Dháká","n.m.","H. dhakká","Jolt, push, shove","-deṇá, v.t. re. To push, to shove","35"
"Dháká","n.m.","","A cover, a lid","-deṇá, v.i. re. To cover","35"
"Dhakam-dhaká","n.m.","","A violent shove or jolt","","35"
"Dhakaṇ","n.m.","H. ḍhakkan","A cover, a lid, a pot-lid","","35"
"Dhakiyáwṇu","v.t. re.","","To cause to jolt","f. -í, pl. -é","35"
"Dhakṇu","v.t. re.","","To cover","f. -í, pl. -é","35"
"Dhákṛí","n.f.","","A small precipice","","35"
"Dhákṇú","n.m.","","See Dhákṛí","","35"
"Dhákulí","n.f.","","A drum like an hour glass","","35"
"Dhákurí","n.f.","","A small ridge","","35"
"Dhákú","n.m. and f.","","Monkeys","pl. (So called because they live among precipices)","35"
"Dhá'l","n.f.","","Abortion","-jáṇí, v.s. ir. To produce abortion","35"
"Dhál","n.f.","","(1) A salutation. (2) A tax on land levied to pay tribute (used in Mahlog).","-karṇí, v.t. ir. To bow down. Dhe thákrá, miyáňjí jai Pars Rámá, pairi pai! 'O Thákur, I beg to salute you, O Miyán, I salute you, O Pars Rám, I bow down to you.' A hail!","35"
"Dhálá","n.m.","","A peak, the top of a hill","","35"
"Dhalde-áwṇu","v.i. re.","","To decay","f. -í, pl. -é","35"
"Dhalṇu","v.i. re.","","(1) To set in; (2) To be melted","f. -í, pl. -é","35"
"Dhálṇu","v.t. re.","","To cause to melt","","35"
"Dhálṇu","v.i. re.","","(1) To be poured down; (2) To fall down","","35"
"Dhám","n.f.","","A grand feast in which rice and meat are distributed","-deṇí, v.t. re. (1) To give a grand feast; (2) To applaud.","36"
"Dhamáká","n.m.","","A loud sound","","36"
"Dhamká","n.m.","","(1) A sound; (2) A fright","","36"
"Dhamkáw","n.m.","","Threatening","-deṇá, v.t. ir. To threaten","36"
"Dhamkáwṇu","v.t. re.","","To threaten","f. -í, pl. -é","36"
"Dhamkí","n.f.","","A threat or threatening","","36"
"Dhan","n.m.","S. Dhana","Riches, wealth","","36"
"Dháṇ","n.m. pl.","S. Dhānya","(1) Rice seed; (2) Paddy","-boṇe, v.i. re. To sow rice","36"
"Dhan-báchhṛí","n.f. pl.","","Winged ants","Their wings grow in the rice-sowing season (March), hence the name.","36"
"Dhandá","n.m.","H. dhandā","Work, an engagement","-karṇá, v.i. re. To do a work; -láṇá, v.t. re. To be engaged.","36"
"Dhang","n.m.","S. Daṅśa","A gadfly","","36"
"Dhang","n.m.","H. ḍhaṅg","A manner or mode","-láṇá, v.i. re. To devise a plan; f. -í, pl. -é","36"
"Dhangiyá","adj. m.","","Cunning, deep","","36"
"Dhaṇiyá","n.m.","","See Bihan","","36"
"Dháňkh","n.m.","","See Dhá'k","","36"
"Dhaňkhái","n.m.","","A wilderness","","36"
"Dháňsí","n.f.","","A grain measure equal to 2 sers and 6 chhiṭáks (2 páthás make 1 dháňsí)","used in Kullu","36"
"Dhaṇáṭhú","n.f.","","Wool-carding bow","","36"
"Dhaṇu","n.m.","S. Dhanuṣha","The weapon, bow","","36"
"Dhár","n.f.","H. dhār","(1) A ridge; (2) A pouring; (3) An edge","","36"
"Dhaṛ","n.m.","H. dhaṛ","A body without its head","","36"
"Dhárá","n.m.","H. dhāṛā","A robbery","-paṛṇá, v.s. re. To rob","36"
"Dharam","n.m.","S. Dharma","Virtue, goodness, duty","","36"
"Dharápṭú","n.m.","","An assistant clerk (used in Maṇḍí State)","","36"
"Dharmaurá","n.m.","S. Dharmaghaṭa","An earthen pot filled with water, and a little milk, hung on a tree or house for 10 days after a death. It has a small hole at the bottom through which the water drips and is refilled every morning.","","36"
"Dharṇu","v.t. re.","","To put, to keep, to place","f. -í, pl. -é","36"
"Dharoṛ or dhróṛ","n.f.","H. dharohar","A pledge","","36"
"Dhárádhár","adv.","","By way of the ridge","","36"
"Dhárṭhá","n.m.","","A small ridge","f. -í, pl. -é","36"
"Dhárṭí","n.f.","","See Dhárṭhá","","36"
"Dhartí","n.f.","S. Dharitrī","The earth","","36"
"Dhashṇu","v.t. re.","","To plunge in","","36"
"Dhasrálá","n.m.","","A loud noise or sound","","36"
"Dhat","n.f.","H. dhat","Passion","","36"
"Dháṭu or dháṭhu","n.m.","","A kerchief worn on the head by females","Maḍhán, Theog, Balsan, Kumhársain, Bashahr and Kullú","36"
"Dhaulá or -u","adj.","H. dhaulā","See Chiṭá","f. -í, pl. -é","36"
"Dhauṇ-ṇu","v.t. re.","","To earn","f. -í, pl. -é","36"
"Dhaúňsá","n.m.","","A large kettledrum which is sounded on horseback on the marriage of a chief","also dhoňsú","37"
"Dhaúňṭhí","n.f.","","A small bow, used to card wool","","37"
"Dhaurí","n.f.","","The hide of an ox or buffalo","","37"
"Dhauwáṇu","v.t. re.","","To cause or allow to earn","","37"
"Dhawá","n.m.","H. dhāvā","An invasion","","37"
"Dheká","n.m.","","A fool","f. -í, pl. -é","37"
"Dhelá","n.m.","H. dhelā","Half-a-pice","f. -í, Half-a-rupee, eight annas","37"
"Dhé'ṇ","n.f.","S. Dhenu","(1) A cow; (2) A donation","","37"
"Dheoṭá","n.m.","","A maternal grandson, a daughter's son","f. -í, A maternal granddaughter, a daughter's daughter","37"
"Ḍher","n.m.","","A heap, a mass","-lágnu, v.i. re. To be heaped","37"
"Ḍherá","adv.","S. Dhairya","Wait a little","","37"
"Dhí","n.f.","Puňjábí dhī","A daughter","","37"
"Dhij","n.f.","S. Dhairya","Belief, confidence","-rákhní, v.t. re. To have patience, or reliance","37"
"Dhijáwṇu","v.i. re.","","To make believe","f. -í, pl. -é","37"
"Dhijṇu","v.t. re.","","To believe, to trust","f. -í, pl. -é","37"
"Dhikki","n.f.","","The hiccough","-lágní, v.s. re. To hiccough","37"
"Dhímá or -u","adj.","","Mild, tender","m.; f. -í, pl. -é","37"
"Dhiňḍhrá","n.m.","","A kind of food made of esculent roots mixed with gram flour and cooked in vapour","pl. -é","37"
"Dhíngá-dhíngí","n.f.","","Violence, force","","37"
"Dhíngá-dhíngiyé","adv.","","Forcibly","","37"
"Dhiňkó","n.f. pl.","","Humblings","","37"
"Dhiňkó","n.f. pl.","","Beseeching","","37"
"Dhírá","adv.","","In a waiting manner","-ho, 'Wait a little'","37"
"Dhíraj","n.m.","S. Dhairya","Patience","-dharṇu, v.t. re. To be patient","37"
"Dhishṇu","v.t. re.","S. Dṛiśiḥ","To see","f. -í, pl. -é. Also dishṇu","37"
"Dhiyé","","","A polite phrase used in addressing boys","","37"
"Dhúňichhá, -u","adj.","","Brown","m.; f. -í, pl. -é","37"
"Dhobbí","n.m.","H. dhobī","A washerman","f. -aṇ, The washerman's wife; -ṭu, n.m. The son of a washerman; f. -í, The daughter of a washerman.","37"
"Dhofá","n.m.","","See Dhoká","","37"
"Ḍhoh or -á","n.m.","","A place","","37"
"Dhoká","n.m.","H. dhokhá","Misunderstanding","-kháṇá, v.i. re. To misunderstand. (Also dhofá)","37"
"Ḍho'l","n.m.","H. ḍhol","A drum","-bajáwṇu, v.t. re. To beat a drum","-chí, n.m. A drummer; -kí, n.f. A small drum; One who beats a drum.","37"
"Dhoňsá","n.m.","","See Dhaúňsá","","37"
"Dhóňsí","n.f.","","A grain measure equal to 9 sers (Two kánsís make one dhóňsí)","used in Kullu","37"
"Dhoṇu","v.t. re.","H. dhoná","To wash","f. -í, pl. -é","37"
"Ḍhoṇu","v.t. re.","","To carry","f. -í, pl. -é","37"
"Dhorá","n.m.","","Management","Also skerú","37"
"Dhoṭ","n.f.","H. dhotī","A piece of cloth worn between the legs","","38"
"Dhow","","","See Ḍhóh","","38"
"Dhowá","n.m.","","A place, a room","","38"
"Dhowáwṇu","v.t. re.","","To cause to carry","f. -í, pl. -é","38"
"Dhrágul","n.m.","Fr. dhár, a ridge, and bágur, the air","The air that blows on a ridge","","38"
"Dhrárí","n.f.","","A wild plant which bears white flowers and produces a cotton-like substance, which when dry is used for tinder","","38"
"Dhúr","n.f.","","The female organ","","38"
"Dhúňshlú or -á","adj.","S. dhūsara","Grey (in colour)","m.; f. -í, pl. -é","38"
"Dhúḷ","n.f.","H. dhūl","Dust","","38"
"Dhúm-dhám","n.m.","H. dhūm-dhām","Pomp","","38"
"Dhúmṛú or -á","adj.","","See Dhúňshlú","m.; f. -í, pl. -é","38"
"Dhuṇáwṇu","v.t. re.","","To cause to shiver","","38"
"Dhuṇ-fírí","n.f.","","A kind of plant used as a vegetable","","38"
"Dhuṇ-ṇu","v.i. and t. re.","","(1) To shiver; (2) To churn","","38"
"Dhúň-wáň","n.m.","S. Dhūma","Smoke","","38"
"Dhúp","n.f.","H. dhūp","Incense","","38"
"Dhúr","n.f.","","(1) The uppermost part of a roof; (2) A peak; (3) Direction","","38"
"Dhúr","n.m. pl.","","The four quarters or directions","Chau dhúre 'In the four directions.'","38"
"Dhúrí or dhúrú","adv.","","All over the country","","38"
"Dhurpat","n.m.","","A plank used for teaching letters, written with red powder, to boys","","38"
"Dhushlí","n.f.","","Mismanagement","","38"
"Dhuwá","n.f.","","See Dhúňí","","38"
"Dhuwáň","n.m.","","Smoke","-lagná, v.i. re. To feel smoke","38"
"Dhwálá","n.m.","","A kind of tax, levied at one rupee per landholder (used in Koṭi)","","38"
"Dhwálí","n.f.","","(1) A descent, down-hill; (2) A tax (See dhwálá)","","38"
"Dhyár","n.m.","H. udhār","A borrowing","-deṇu, v.t. re. To make a loan; -leṇu, v.t. ar. To borrow","38"
"Dhyáwí","n.f.","","A milkmaid","","38"
"Dhyán","n.m.","S. Dhyāna","Meditation","-láṇu, v.i. re. To meditate","38"
"Dhyáṇ","n.f.","","See Dhaiṇ","","38"
"Dhyáṛá","n.m. pl.","","The day","-ú. -í, n.f. Daily rations","38"
"Dhyáṛí-dhyáṛí","adv.","","Every day","","38"
"Diálí","n.f.","S. Dīpāvalī","The Diwálí festival","","38"
"Dib","n.m.","S. Divya = Divine","An oath","-deṇu, v.a. re. To give an oath; -leṇu, v.i. ir. To take an oath","38"
"Ḍibr","n.m.","","A pond","-í, n.f. A small tank","38"
"Ḍibrú","n.m.","","A small vessel used to cook in","f. -í","38"
"Díhṇu","v.a. re.","","To snow","Also dīňhṇu","38"
"Dik","n.m.","P. diqq","Trouble","","38"
"Dikú","n.m.","","Snowfall","-lágṇu, v.s. re. To fall, of snow. Verse: Dikú lógá Jáhruwé, Jhoṭá káṭá Badáruwé. 'It began to snow at Jáhrú, And a male buffalo was sacrificed by the Badárú people.' (Jáhrú is a place in Simla; Badárú is a sept of Kanets in that State)","39"
"Dil","n.m.","P. dil","The heart, mind","-deṇu, v.i. ir. To give one's heart; -láṇu, v.i. ir. To be attentive; -dekhṇu, v.t. re. To examine one's heart; -o-dú hoṇu, v.s. re. To be disheartened.","39"
"Dilrí","adj. f.","","A cow or buffalo having horns which point towards the ground","","39"
"Dím","n.m.","","A temple of a deity","-rí, n.f. A small temple","39"
"Ḍiňg","n.m.","","A stick, a bar","-é, adv. With a stick","39"
"Ḍiňglí","n.f.","","A small stick","Also ḍiňgṭá","39"
"Diňwáň","n.m.","","The man who speaks on behalf of a deity","Also Diwáň or Dewá","39"
"Diňwaṇ","n.m.","","Snowfall","","39"
"Diň-uk","n.m. pl.","H. dīmak","White-ants","","39"
"Díň-wíň","n.f.","","The wife of a díňwáň","","39"
"Dishṇu","v.t. re.","S. Dṛiśiḥ","See Dhishṇu","","39"
"Ditá or -u","v.p.t.","","Gave","m.; f. -í, pl. -é. See Doṇu. Also díá.","39"
"Díúň-ṇu","v.i. re.","","To snow","","39"
"Diutí","n.f.","","A small earthen lamp","n.m. -ṭú","39"
"Diut","n.m.","H. diwaṭ","A lamp or lamp-stand","","39"
"Diwh","n.f.","","A firefly","Also dyúwlí","39"
"Diwá","n.m.","S. Dīpa; H. dīyā","A lamp (of earth)","","39"
"Diwáň","n.m.","","See Diňwáň","","39"
"Díwí","n.f.","","A small lamp lighted with clarified butter at a religious ceremony","","39"
"Diwṭ","n.m.","H. diwaṭ","A lamp-stand","","39"
"Ḍláňgá","adj. m.","","A pine or cedar tree having two long branches","f. -í, pl. -é","39"
"Ḍlícha","n.m.","P. gālīchā","A rug, a carpet","","39"
"Ḍlúchá","n.m.","","A torch (of torch-wood)","","39"
"Ḍṇáu","n.m.","","A kind of wild cat","","39"
"Do","adj.","H. do","Two","","39"
"Dobá","n.m.","","Destruction, ruining","","39"
"Dobṇu","v.t. re.","","To destroy","","39"
"Dobṛú or -á","adj.","","Of twofold nature","m.; f. -í, pl. -é","39"
"Do'chí","n.f.","","A hamlet","-lágní, v.i. re. To look after two villages","39"
"Doḍá","n.m.","","A soap-nut","-e-rá-ḍá'l, n.m. The soap-nut tree","39"
"Dófá","n.m.","","See Dhofá","","39"
"Doh","n.m.","S. Droha","Enmity","","39"
"Dohá","n.m.","H. dohā","(1) A couplet; (2) Poetry","","40"
"Doháí","n.f.","H. duháī","Exclamation for justice","","40"
"Dohaṛ","n.f.","","A sheet of cloth","","40"
"Dohí","n.m.","S. drohin","Enmity (used in Kuṭhár)","","40"
"Dohrá, -u","adj.","","Double","m.; f. -í, pl. -é","40"
"Dohrí","n.f.","","A blanket","","40"
"Dohrí-purṇí","v.t. re.","","To cross or penetrate","","40"
"Dohṛú","n.m.","","A large blanket","","40"
"Dokh","n.m.","","See Dósh","","40"
"Do'l","n.m.","H. ḍol","Swinging","","40"
"Ḍól","n.m.","H. ḍol","A bucket.","-ar or -é, With a bucket","40"
"Dolá","n.m.","","A kind of palanquin for a bride","f. -í, A small palanquin","40"
"Dolrí","n.f.","","An ornament, a garland","","40"
"Doň-né","n.m. pl.","","A kind of food","","40"
"Doň-rú","n.m.","S. Ḍamaru","A small drum of the hour-glass shape","","40"
"Doṛṭú or doṛṭí","n.m. or f.","","A small field","","40"
"Dóṛú","n.m.","","(1) A field; (2) An ornament of women","","40"
"Do'ṭí","n.f.","","A very small plot of land","Báro háth ḍoṭí--ṭháro háth moṛ. 'A little field 6 yards long, and a smoothing plough 9 yards wide.'","40"
"Do'ṭu","n.m.","","A small field","Also dóṭí, n.f.","40"
"Doṭṭai","adv.","","To-morrow","Se áwṇá a doṭṭai, 'He is to come to-morrow.'","40"
"Doṭṭé","adv.","","To-morrow","","40"
"Dpóhr","n.m.","S. Dvi-prahara","Midday","-hoṇá, v.i. re. To become midday","40"
"Dráṇi","n.f.","","The wife of one's husband's younger brother","Also dréṇí","40"
"Drá't","n.m.","","A long kind of sickle used to cut thorns","f. -í, A sickle used to cut grass. (Syn. Dá'ch) (The vowel 'a' is prolated)","40"
"Dráṭí","n.f.","","See Dá'ch","","40"
"Dréṇí","n.f.","","See Dráṇi","","40"
"Drés","n.f.","","A chintz","","40"
"Droṭú","n.m.","","Earrings","","40"
"Drub","n.f.","","See Júb","","40"
"Drubdá","n.f.","S. Dwividhā","Doubt","","40"
"Dseḷú or -á","adj.","","That which is not level","m.; f. -í, pl. -é","40"
"Dsúṇí","n.f.","S. Deva-shayanī","A festival observed on the 11th of the bright half of Asháṛh","","40"
"Dúhṇá","n.m.","","A milking pot","","40"
"Dúj","n.f.","S. Dwitīyā","The second day of the bright or dark half of a month","Bháíṇ-dúj. A festival which takes place on the second of the bright half of Kártik. One's sister is visited and food taken from her hands, presents given according to one's means.","40"
"Dujá or -u","adj.","","Second","m.; f. -í, pl. -é","41"
"Dujíé","adv.","","Secondly","","41"
"Dukh","n.m.","S. Duḥkha","Trouble","-hoṇu, v.i. re. To be troubled","41"
"Dukháwṇu","v.t. re.","","To put to trouble","","41"
"Dukhí or dukhiyá","adj.","","Troubled","","41"
"Dukhṇá","n.m. pl.","","An ulcer, a blister, ailment","-é","41"
"Dukhṇú","n.m.","","(1) A blister, an ulcer; (2) An ailment","-karṇá, v.i. re. To ail","41"
"Dulchá","n.m.","","A torch of torchwood","f. -í, A small torch","41"
"Dúm","n.m.","","The name of a village deity","","41"
"Dumṛá","n.m.","","A low caste","f. -í, pl. -é","41"
"Duňḍs","n.m.","","A dead fœtus","","41"
"Duňgú or -á","adj.","","Deep","m.; f. -í, pl. -é","41"
"Duňkaṛ","n.m.","","A precipice","","41"
"Duṇkú or -á","adj.","","Doubled","-karṇo, v.t. re. To make two-fold","m.; f. -í, pl. -é","41"
"Duṇú or -á","adj.","","Doubled, twofold","m.; f. -í, pl. -é","41"
"Dúṇú","n.m.","","A kind of wild onion","","41"
"Dupaṭṭá","n.m.","H. dupaṭṭā","A sheet of cloth","","41"
"Dupó'hr","n.f.","S. Dwiprahara","Midday","","41"
"Dúṛh","adj.","","See Déṛ","","41"
"Dúr","adj.","","Far away; n.m. Distance","","41"
"Durb","n.m.","","A grain measure. 100 kháňshas make one durb.","","41"
"Durbhág","n.m.","S. Durbhāgya","Misfortune, loss","-deṇá, v.t. re. To complain","41"
"Durkaṇu","v.i. re.","","To run on","f. -í, pl. -é","41"
"Durr","phrase","","A cross word, to say 'be off'","","41"
"Dusheṭṭá","adj.","","Sloping","m.; f. -í, pl. -é","41"
"Dusillá","n.m.","","Two ears of wheat or barley on one stalk, supposed to be an ill omen","","41"
"Duwálṇu","v.t. re.","","To enter","","41"
"Dwádash","n.f.","S. Dwādashī","The twelfth day of the bright or dark half of a month","","41"
"Dwánní","n.f.","H. do-annī","The coin of 2 annas","","41"
"Dwár","n.m.","","A cave","","41"
"Dwár","n.m.","S. Dwāra","Doors","","41"
"Dwá't","n.f.","H. dāwāt","Inkstand","Syn. Masájan","41"
"Dyálá","n.m.","","A play in which fire is burnt","","41"
"Dyálí","n.f.","","See Diálí","","41"
"Dyáṇu","v.t. re.","","To cause to give","","41"
"Dyáwaṛ, dyáwaṛí","n.m., n.f.","","He or she whose mother is the concubine to a chief","","41"
"Dyár","n.m.","","Cedar tree","","41"
"Dyúwlí","n.f.","","The fire-fly","","41"
"E","suffix","","A termination to nouns and pronouns which denotes the plural","as: É,lí= this, É,lé= these.","42"
"E","vocative particle","","Used in addressing anyone","E ṭú oré háňḍó, 'O Sir, come here.'","42"
"Ebé","adv.","","Now","Ebé ká karí? 'What's to be done now?'","42"
"Ebú","adv.","","Just now","Se dewá ebú. 'He has gone just now.'","42"
"Ejí","phrase","","Sir, O Madam","","42"
"Ek","adj.","H. ek","One","Múṇ fóbá ek rupaiyá. 'I got one rupee.'","42"
"Ekhó","pro.","","Some","see Ek","42"
"Ekí","adj.","","Only one","Ekí jane etí kheḍai. 'Send one man here.'","42"
"Eki-bárí","adv.","","Once; At one time","","42"
"Én","n.m.","","See Ain","Used in Bághal, Kumhársain and Nálágarh","42"
"Erá","adv.","","See Ishú","","42"
"Ere","phrase","","O you","","42"
"E-re-lá","phrase","","O you Sir","","42"
"Erká or -u","n.m.","","See Ishú","m.; f. -í, pl. -é. (Balsan and Maḍhán)","42"
"E-ro-lá","adv.","","This side","","42"
"Es","pro.","","(1) Him or her; (2) To this","m. and f. (Also eskhe)","42"
"Esí","adv.","","By this way","","42"
"Esrú or -á","pro.","","Of this","m.; f. -í, pl. -é, Of these","42"
